Time,RSSI(dBm),SNR(dB),RSRP(dBm),RSRQ(dB),CELL RSSI(dBm),CELL RSRP(dBm),CELL RSRQ(dB),AVAILABLE BANDWIDTH(MHz),SENT BYTES,RATE(MBit/s)
11:28:27,-64,12.2,-97,-10,-63.9,-94.3,-11,20,292516006,18.3618848
11:28:31,-64,4.8,-97,-10,-68,-97.8,-11.1,20,304293282,23.554552
11:28:36,-70,5.2,-97,-10,-71.4,-97.6,-10.5,20,314562072,16.430064
11:28:40,-70,1.2,-106,-10,-70.7,-106.9,-14.4,20,319992322,10.8605
11:28:45,-70,2.2,-106,-10,-74.3,-112.6,-17.5,20,323906596,6.2628384
11:28:50,-70,-8,-113,-18,-73.8,-109,-16.8,20,328435050,7.2455264
11:28:55,-70,-3,-113,-18,-73.7,-108.2,-16.1,20,332656414,6.7541824
11:28:59,-70,0,-104,-12,-84.5,-106.3,-15.9,20,342986622,20.660416
11:29:04,-70,-7,-109,-12,-71.3,-100.6,-11.9,20,349038542,9.683072
11:29:08,-70,-2.6,-107,-12,-69.7,-103.2,-13.3,20,355686666,13.296248
11:29:13,-70,-1,-99,-12,-73.8,-110.6,-16.1,20,359914022,6.7637696
11:29:17,-70,-7.2,-110,-17,-74.4,-112.2,-17.6,20,364262716,8.697388
11:29:22,-70,-8.2,-110,-17,-74.3,-106.9,-14.4,20,368176990,6.2628384
11:29:26,-70,4.4,-103,-17,-68.9,-103.5,-12.6,20,373906840,11.4597
11:29:31,-70,2.4,-103,-17,-71.6,-107.3,-15.2,20,379037490,8.20904
11:29:35,-70,-3,-108,-17,-73.7,-106.7,-14,20,384774830,11.47468
11:29:40,-70,-2.6,-108,-17,-82.7,-110.4,-18.3,20,396068252,18.0694752
11:29:44,-70,-2.4,-103,-12,-81.6,-112.8,-20,20,409132310,26.128116
11:29:49,-70,-0.6,-103,-12,-83.8,-111.1,-18.1,20,416986324,12.5664224
11:29:54,-70,-2.4,-103,-17,-85.5,-117.6,-20,20,422416574,8.6884
11:29:58,-70,-7.2,-110,-17,-72,-112.6,-18.7,20,426245462,7.657776
11:30:03,-70,1.4,-110,-17,-73.1,-107.3,-13.5,20,434396080,13.0409888
11:30:07,-70,6.6,-97,-12,-65.1,-94.9,-9.5,20,456144044,43.495928
11:30:12,-62,10,-92,-12,-58.3,-85.4,-8.3,20,484257010,44.9807456
11:30:17,-56,15.4,-85,-12,-54.8,-82.8,-8.1,20,513408090,46.641728
11:30:21,-56,14.6,-85,-12,-60,-88.7,-8.6,20,542136734,57.457288
11:30:26,-69,4.6,-100,-12,-67.6,-99.5,-10.5,20,569929128,44.4678304
11:30:30,-69,5.4,-100,-12,-61.7,-94.7,-12,20,595255814,50.653372
11:30:35,-61,6.6,-94,-12,-54.7,-84.6,-9.6,20,620627440,40.5946016
11:30:39,-54,11.2,-82,-12,-62.9,-95.7,-11.7,20,645981090,50.7073
11:30:44,-51,16.6,-78,-12,-54,-79.5,-7.8,20,673410968,43.8878048
11:30:49,-44,25,-78,-12,-51.8,-76.4,-7.5,20,703622632,48.3386624
11:30:53,-44,22.8,-78,-12,-48.1,-76.2,-7.6,20,731334134,55.423004
11:30:58,-50,21,-78,-12,-45.5,-75.4,-7.9,20,759510016,45.0814112
11:31:02,-50,20.2,-78,-12,-46.3,-76.2,-7.9,20,786527944,54.035856
11:31:07,-50,23.4,-79,-12,-52,-78.1,-7.7,20,814378760,44.5613056
11:31:11,-50,23.4,-74,-12,-44.3,-76.9,-7.4,20,842015362,55.273204
11:31:16,-50,26.8,-74,-12,-49.5,-75.8,-8.1,20,870489346,45.5583744
11:31:21,-50,25.2,-74,-12,-48.1,-77.3,-8.1,20,896566530,41.7234944
11:31:25,-50,24.4,-74,-12,-46.6,-77.1,-8.1,20,924194144,55.255228
11:31:30,-50,19.4,-74,-12,-48.1,-74.5,-7.8,20,951851718,44.2521184
11:31:34,-50,17.4,-74,-12,-52.6,-79.7,-7.5,20,979567714,55.431992
11:31:39,-50,22,-80,-12,-53.9,-85.1,-7.7,20,1007163870,44.1538496
11:31:43,-50,17.6,-85,-12,-57.6,-83.1,-7.8,20,1035754698,57.181656
11:31:48,-58,15.8,-85,-12,-60.2,-88.9,-7.7,20,1067088364,50.1338656
11:31:53,-58,18.8,-85,-12,-65.2,-92.2,-7.7,20,1094835818,44.3959264
11:31:58,-58,18.8,-85,-12,-65.5,-92.4,-7.9,20,1121832774,43.1951296
11:32:02,-67,8,-96,-12,-71.3,-98.2,-9.3,20,1138417132,33.168716
11:32:06,-73,0.4,-104,-12,-65.8,-93.6,-9.3,20,1160984502,45.13474
11:32:15,-76,-1.4,-109,-15,-74.2,-109.4,-14.9,20,1190670368,3.0223255082
11:33:16,-76,-5.8,-109,-15,-74.1,-111,-16.2,20,1211519580,33.3587392
11:33:21,-76,-5.6,-109,-15,-74.1,-110.3,-16.5,20,1215445838,7.852516
11:33:25,-76,-4.2,-109,-15,-73.6,-110.5,-16.3,20,1219668700,6.7565792
11:33:30,-76,-7.8,-109,-15,-74.5,-111.6,-17.9,20,1223885570,8.43374
11:33:34,-76,-6.8,-109,-15,-72.4,-110.3,-17.3,20,1229405700,8.832208
11:33:39,-76,-1,-109,-15,-79.7,-116.3,-20,20,1241533508,24.255616
11:33:43,-76,-2,-109,-15,-83.3,-115.7,-20,20,1253140012,18.5704064
11:33:48,-70,5.8,-98,-10,-78.1,-111,-20,20,1264313594,17.8777312
11:33:53,-70,4.6,-98,-10,-82.5,-119.8,-20,20,1280309238,31.991288
11:33:57,-70,6.8,-98,-10,-79.7,-116.6,-20,20,1299302380,30.3890272
11:34:02,-70,8.4,-98,-10,-79.3,-117.4,-20,20,1317004246,35.403732
11:34:06,-70,0.6,-98,-10,-77,-99.5,-16.2,20,1330664508,21.8564192
11:34:11,-70,-1,-98,-15,-75.5,-106.8,-20,20,1344258858,21.75096
11:34:16,-61,9.8,-92,-10,-74.2,-105.4,-20,20,1362077568,35.63742
11:34:20,-68,-2.2,-98,-15,-77.4,-104.6,-19.6,20,1373910270,18.9323232
11:34:25,-68,-9.4,-111,-15,-66.1,-103,-16.1,20,1379045414,8.2162304
11:34:30,-68,2.6,-105,-15,-72,-103.6,-12.6,20,1384177562,10.264296
11:34:34,-68,4,-99,-15,-83,-110.1,-17.1,20,1399876602,25.118464
11:34:39,-75,-5,-106,-15,-84.5,-109.5,-18.9,20,1408938004,18.122804
11:34:43,-75,-6.8,-112,-15,-84.9,-119.3,-20,20,1414661862,9.1581728
11:34:48,-75,-9.8,-115,-15,-74.5,-116.4,-20,20,1419794010,10.264296
11:34:52,-75,-2,-108,-15,-74,-114.9,-18.8,20,1424926158,8.2114368
11:34:57,-75,4.4,-102,-14,-68.4,-101.8,-11.7,20,1432583934,15.315552
11:35:01,-75,4,-102,-14,-72.8,-107,-13.4,20,1443021998,16.7009024
11:35:06,-75,-5.2,-113,-19,-75,-106.6,-14.1,20,1450173450,14.302904
11:35:10,-75,-4.6,-113,-14,-74.6,-110.2,-15.4,20,1457378830,11.528608
11:35:15,-69,0.4,-105,-14,-74.1,-106.4,-13.2,20,1465285274,15.812888
11:35:19,-69,-1.2,-105,-14,-68.9,-106.1,-13.3,20,1473459860,13.0793376
11:35:24,-69,3,-105,-14,-69.2,-104.9,-14,20,1486444524,25.969328
11:35:28,-69,1.2,-105,-14,-67.7,-96.8,-7.9,20,1501027554,23.332848
11:35:33,-60,18.4,-86,-8,-57.4,-85.1,-6.2,20,1518527190,34.999272
11:35:37,-60,15.6,-86,-8,-66.4,-94.1,-7.3,20,1537256684,29.9671904
11:35:42,-68,-5.4,-100,-8,-69.3,-98.4,-9.6,20,1555977190,37.441012
11:35:46,-68,6.8,-100,-8,-72.6,-109.1,-15.3,20,1569270442,21.2692032
11:35:51,-74,-0.8,-110,-16,-87,-120.3,-20,20,1579834338,21.127792
11:35:55,-74,2.4,-104,-16,-70.2,-101,-10.7,20,1591388412,18.4865184
11:36:00,-74,2.8,-104,-11,-70.9,-101.3,-10.7,20,1603161194,23.545564
11:36:04,-74,3.2,-104,-11,-66.6,-97.9,-10.9,20,1616412502,21.2020928
11:36:09,-74,-1.6,-109,-11,-72.4,-102.4,-12.8,20,1628225730,23.626456
11:36:13,-74,4.6,-98,-11,-83.3,-112.4,-20,20,1645662450,27.898752
11:36:18,-68,7.4,-98,-11,-53.9,-88.5,-8.5,20,1669239472,47.154044
11:36:22,-68,11,-98,-11,-69.9,-97.3,-8.2,20,1693271886,38.4518624
11:36:27,-68,3.6,-98,-11,-81.6,-116,-20,20,1716122378,45.700984
11:36:31,-68,10.6,-91,-11,-57,-85.1,-7.1,20,1740789944,39.4681056
11:36:36,-45,25.6,-74,-11,-50.5,-73.7,-6.4,20,1764943696,38.6460032
11:36:41,-45,23.8,-74,-6,-49.8,-78,-6.3,20,1786790528,43.693664
11:36:45,-56,21,-82,-6,-56.7,-82.9,-6.6,20,1809739888,36.718976
11:36:50,-56,25.2,-77,-6,-51.1,-77.3,-6.5,20,1832398636,45.317496
11:36:54,-56,25.2,-77,-6,-51.4,-78,-6.6,20,1852374466,31.961328
11:36:59,-56,24.6,-77,-6,-56.7,-82,-7.1,20,1875208480,45.668028
11:37:03,-56,20.6,-84,-6,-52.7,-79.3,-7,20,1899314296,38.5693056
11:37:08,-50,20.2,-79,-6,-52.6,-76.2,-6.9,20,1923917448,49.206304
11:37:12,-50,12.2,-79,-6,-53,-80.1,-8.5,20,1946646602,36.3666464
11:37:17,-50,17.2,-84,-6,-63.1,-92.5,-10.7,20,1970490268,38.1498656
11:37:22,-62,16.6,-87,-11,-80.8,-103,-15,20,1990428648,39.87676
11:37:26,-71,3.2,-102,-11,-70.4,-104.9,-18.8,20,2011631340,33.9243072
11:37:31,-71,2.4,-107,-11,-73.7,-107.7,-14.5,20,2022207220,21.15176
11:37:35,-71,-4.2,-107,-16,-71.8,-110.3,-16.4,20,2029758638,12.0822688
11:37:40,-71,-0.2,-107,-11,-85.5,-109.2,-16,20,2038815546,18.113816
11:37:44,-71,-8.6,-114,-17,-73.9,-115.1,-19.6,20,2043335012,7.2311456
11:37:49,-71,-3.8,-108,-17,-74.6,-107,-12.9,20,2054507096,22.344168
11:37:53,-71,3,-103,-17,-72,-103.5,-11.2,20,2066888066,19.809552
11:37:58,-71,5.8,-103,-12,-73.5,-103,-10.6,20,2077759052,21.741972
11:38:02,-71,0.4,-103,-12,-73.3,-104,-10.6,20,2089838924,19.3277952
11:38:07,-71,-4.8,-106,-12,-74.1,-106.2,-13.2,20,2100092734,20.50762
11:38:11,-71,-2.8,-106,-12,-73,-114.3,-19.5,20,2105227878,8.2162304
11:38:16,-71,-10.6,-115,-19,-74.3,-112.9,-18.3,20,2109151140,7.846524
11:38:20,-71,4.4,-101,-13,-72.9,-100.6,-12.2,20,2118921096,15.6319296
11:38:25,-71,2.6,-101,-13,-73.9,-101.1,-9,20,2130692380,23.542568
11:38:29,-71,6.6,-101,-13,-66.1,-96.5,-9,20,2147032564,26.1442944
11:38:34,-65,10.8,-94,-13,-60.2,-93.4,-8.9,20,2165314156,36.563184
11:38:38,-73,3.2,-99,-13,-73.9,-104.3,-10.8,20,2176309476,17.592512
11:38:43,-73,-3.8,-108,-13,-75,-111.9,-17.1,20,2181137530,9.656108
11:38:47,-73,-3.8,-113,-18,-74.7,-111.1,-15.3,20,2185664486,7.2431296
11:38:52,-73,-6.2,-107,-18,-75.4,-111.6,-16.2,20,2189505358,7.681744
11:38:56,-73,-3.6,-108,-18,-73.2,-108.7,-15.5,20,2205495010,9.136944
11:39:10,-60,10.6,-93,-11,-72.8,-98.4,-10.7,20,2218508136,26.026252
11:39:14,-72,4.6,-99,-11,-68.2,-94.8,-8.9,20,2231672560,21.0630784
11:39:19,-60,8.6,-93,-11,-65.5,-91.5,-8.4,20,2251980946,40.616772
11:39:23,-60,12,-93,-11,-60,-89.9,-9,20,2270172658,29.1067392
11:39:28,-52,14,-86,-11,-63.3,-89.2,-10.5,20,2288554616,36.763916
11:39:32,-61,1.4,-93,-11,-57.3,-88.5,-12,20,2311096520,36.0670464
11:39:37,-54,3,-88,-11,-50.2,-83.1,-13.5,20,2332534398,42.875756
11:39:41,-54,9.2,-88,-11,-60.9,-94.2,-15.5,20,2349701478,27.467328
11:39:46,-66,-2.4,-102,-16,-68.2,-104.2,-15.5,20,2358752394,18.101832
11:39:50,-66,-2.2,-102,-16,-72.4,-114.3,-20,20,2362976754,6.758976
11:39:55,-66,-5.8,-103,-16,-66.7,-100.4,-12,20,2382897158,39.840808
11:39:59,-66,7.2,-98,-16,-79.9,-103.1,-16.9,20,2392255164,14.9728096
11:40:04,-66,7,-98,-16,-80.6,-105.2,-17.3,20,2404456374,24.40242
11:40:08,-66,3.2,-98,-16,-68.3,-102.8,-18.8,20,2418221496,22.0241952
11:40:13,-59,15.4,-86,-9,-67.3,-109.9,-20,20,2430599470,24.755948
11:40:17,-51,11.4,-86,-9,-75.5,-103.2,-20,20,2445389224,23.6636064
11:40:22,-64,2.6,-93,-9,-75.2,-94,-12.8,20,2458066798,25.355148
11:40:26,-64,-2,-103,-14,-66.7,-101.2,-13.8,20,2469244874,17.8849216
11:40:31,-64,-1,-103,-14,-67.4,-98.7,-12.4,20,2477996190,17.502632
11:40:35,-64,6.4,-97,-14,-67.2,-98.1,-11.4,20,2488269474,16.4372544
11:40:40,-64,-1.8,-97,-14,-65.7,-100.4,-12.3,20,2498968190,21.397432
11:40:44,-64,4,-97,-14,-66.4,-99.4,-12.9,20,2513077852,22.5754592
11:40:49,-64,3.8,-97,-14,-58.7,-89.6,-10.7,20,2533873088,41.590472
11:40:53,-55,9.2,-84,-14,-54.4,-85.1,-9.2,20,2558775840,39.8444032
11:40:58,-55,1.4,-84,-14,-58.1,-87.4,-9.5,20,2582624000,38.157056
11:41:03,-55,8.6,-89,-14,-58.9,-86,-9.7,20,2606791234,48.334468
11:41:07,-55,7.4,-89,-14,-60.3,-88.8,-9.7,20,2631849778,40.0936704
11:41:12,-55,6.2,-89,-14,-56.1,-88.6,-10.2,20,2658039312,41.9032544
11:41:17,-55,-2.2,-89,-14,-64.3,-94.6,-11.4,20,2681333212,46.5878
11:41:21,-62,6,-95,-14,-59,-94,-10.9,20,2699545896,29.1402944
11:41:26,-62,7.8,-95,-14,-74.2,-100.2,-17.1,20,2712241446,25.3911
11:41:30,-62,4.2,-95,-14,-57.2,-95.6,-15.4,20,2724611930,19.7927744
11:41:35,-62,-1.2,-103,-14,-76.8,-101.1,-17.6,20,2733981920,18.73998
11:41:39,-62,-3.8,-103,-14,-61.1,-92.7,-13,20,2748927466,23.9128736
11:41:44,-62,-0.2,-91,-14,-55.8,-94.2,-13.1,20,2765324574,32.794216
11:41:48,-66,-0.6,-96,-14,-73.3,-98.6,-15.6,20,2777095858,18.8340544
11:41:53,-66,4.6,-91,-14,-73.3,-99.4,-17.8,20,2793181382,32.171048
11:41:57,-66,0,-96,-14,-74.3,-104,-20,20,2806494108,21.3003616
11:42:02,-66,0.8,-96,-14,-73.9,-108.9,-20,20,2819553672,26.119128
11:42:06,-66,6.6,-96,-14,-74.8,-100.2,-16.9,20,2835694622,25.82552
11:42:11,-66,3.4,-96,-14,-69.1,-107.1,-20,20,2848375192,25.36114
11:42:15,-66,8.4,-96,-14,-75.2,-102.2,-17.8,20,2861659456,21.2548224
11:42:20,-66,8,-91,-14,-74.6,-95.3,-14.9,20,2878828034,27.4697248
11:42:25,-66,9.2,-91,-14,-62.4,-90.5,-16.2,20,2895732964,33.80986
11:42:29,-57,-3,-91,-14,-50.9,-84.5,-9.2,20,2902604290,10.9941216
11:42:34,-57,-0.2,-92,-12,-53.9,-87.1,-11.9,20,2908398554,11.588528
11:42:38,-49,21,-76,-12,-52.9,-79.3,-8.1,20,2915948474,12.079872
11:42:43,-49,3,-84,-12,-59.7,-84.3,-9.6,20,2923496896,15.096844
11:42:47,-49,2.6,-84,-12,-58.5,-83.5,-9.4,20,2933771678,16.4396512
11:42:52,-49,-4.6,-89,-12,-64.7,-85.1,-12.4,20,2945545958,23.54856
11:42:56,-49,-0.6,-89,-12,-45,-79,-9.4,20,2951275808,9.16776
11:43:01,-56,8,-87,-12,-53.1,-82.5,-9.3,20,2959365008,16.1784
11:43:05,-56,9.6,-87,-12,-56.2,-83.6,-9.2,20,2967272950,12.6527072
11:43:10,-56,7.6,-87,-12,-55.4,-83.7,-10,20,2976307388,18.068876
11:43:14,-56,16.2,-87,-12,-52.7,-85.3,-13.6,20,2984766594,13.5347296
11:43:19,-48,9.4,-81,-12,-50.1,-77.4,-9.9,20,2994126098,18.719008
11:43:23,-48,16.8,-81,-12,-56.4,-85.7,-9.9,20,3002881908,14.009296
11:43:28,-49,-8.6,-87,-12,-59.5,-86.9,-12.3,20,3013143208,20.5226
11:43:32,-50,-0.8,-87,-12,-49.9,-85.4,-12.7,20,3024304806,17.8585568
11:43:37,-50,10.8,-87,-12,-51.3,-83.2,-12.4,20,3034271000,15.9459104
11:43:42,-57,17.4,-87,-12,-50.4,-82.7,-9.5,20,3046091718,23.641436
11:43:46,-57,4.2,-87,-12,-57.5,-84.1,-10.2,20,3056637638,16.873472
11:43:51,-57,14.6,-87,-12,-54.8,-82.7,-10.5,20,3067809722,22.344168
11:43:55,-49,17.8,-87,-12,-55.3,-82.4,-8.4,20,3077468826,15.4545664
11:44:00,-59,3.8,-87,-12,-55.1,-86.6,-11,20,3090768070,26.598488
11:44:04,-59,9.2,-87,-12,-58.8,-87.2,-10.4,20,3103456130,20.300896
11:44:09,-59,10.8,-87,-12,-57.3,-84.7,-9.2,20,3116142692,25.373124
11:44:13,-59,9.8,-87,-12,-54.8,-87.4,-10.9,20,3128511678,19.7903776
11:44:18,-59,11.2,-87,-12,-58.2,-87.2,-9.7,20,3139671778,22.3202
11:44:22,-59,7,-87,-12,-59.9,-88,-9.9,20,3154088530,23.0668032
11:44:27,-59,9.8,-87,-12,-53.5,-88.6,-10,20,3167983978,27.790896
11:44:31,-59,-3.6,-87,-12,-49.5,-86.4,-10.8,20,3183085316,24.1621408
11:44:36,-52,4,-87,-12,-74.2,-91.4,-14.6,20,3198791846,25.130448
11:44:41,-59,4.2,-87,-12,-76.9,-95,-13,20,3217684622,37.785552
11:44:45,-59,16,-87,-12,-56.6,-84.9,-7.1,20,3232706566,24.0351104
11:44:50,-59,7.8,-87,-7,-52.3,-80.9,-7.6,20,3249677408,33.941684
11:44:54,-51,11.4,-81,-7,-51.9,-80.3,-7.9,20,3267524580,28.5554752
11:44:59,-51,14.6,-81,-7,-40.4,-76.9,-9.3,20,3286809832,38.570504
11:45:03,-44,25.6,-75,-7,-48.5,-74,-8.1,20,3303834602,27.239632
11:45:08,-44,16.6,-75,-7,-43.2,-73.6,-7.8,20,3321355210,28.0329728
11:45:13,-42,26.4,-75,-7,-48.6,-76.4,-10.2,20,3341683070,40.65572
11:45:17,-51,18.2,-75,-7,-43.2,-74.2,-8.1,20,3361669386,31.9781056
11:45:22,-51,24.2,-75,-7,-46,-74.9,-8.3,20,3381863924,40.389076
11:45:26,-51,22.6,-75,-7,-49.8,-78,-10.4,20,3400988890,30.5999456
11:45:31,-62,11.4,-93,-9,-64.1,-92.6,-8.3,20,18181274,12.6287392
11:48:57,-69,9.6,-93,-9,-68.2,-95.2,-8.1,20,29804256,23.245964
11:49:01,-69,9.8,-93,-9,-67.5,-97.6,-8.5,20,42056398,19.6034272
11:49:06,-69,10.2,-99,-9,-65.8,-94.2,-10.3,20,51712506,19.312216
11:49:10,-69,11.8,-94,-9,-65.6,-93,-7.7,20,62779730,17.7075584
11:49:15,-69,6.6,-94,-9,-66.9,-93.8,-8.1,20,75033370,24.50728
11:49:19,-69,10.4,-94,-9,-65.6,-94.6,-8.4,20,87231584,19.5171424
11:49:24,-69,12.2,-94,-9,-64.9,-94.5,-9.6,20,100815448,21.7341824
11:49:29,-61,13,-94,-9,-66.6,-93.1,-7.3,20,113034634,24.438372
11:49:33,-67,11.8,-94,-9,-64.6,-95.3,-8.9,20,124197730,17.8609536
11:49:38,-67,7.6,-99,-9,-70.3,-97.4,-8.9,20,133245650,14.476672
11:49:43,-67,8.2,-99,-9,-67,-98.1,-9.3,20,143041072,19.590844
11:49:47,-61,10,-99,-9,-66.3,-93.7,-7.4,20,154809360,18.8292608
11:49:52,-70,7.4,-99,-9,-68.4,-95.5,-7.6,20,167584304,25.549888
11:49:56,-70,6.6,-99,-9,-71.9,-99.3,-10.2,20,178747400,22.326192
11:50:00,-70,3.4,-99,-9,-66.1,-95,-9,20,190216088,18.3499008
11:50:05,-70,9.4,-93,-9,-63.2,-94.6,-9.9,20,203796956,27.161736
11:50:09,-70,11,-93,-9,-57.8,-84.5,-7.1,20,221311572,28.0233856
11:50:14,-64,12.2,-90,-9,-68.6,-94.5,-8.1,20,234720170,26.817196
11:50:18,-70,1.8,-100,-9,-71.6,-103.2,-12.1,20,242253612,12.0535072
11:50:23,-70,1.2,-100,-9,-72.5,-106.2,-13.1,20,247984960,9.1701568
11:50:28,-70,1.6,-105,-9,-74.1,-110,-14.2,20,252501430,9.03294
11:50:32,-76,-7.6,-116,-18,-75.4,-116.4,-20,20,257338472,7.7392672
11:50:37,-76,-8.8,-116,-18,-75.6,-112.7,-16.7,20,261257240,6.2700288
11:50:42,-76,-9.2,-116,-18,-75.2,-121.9,-20,20,264034532,5.554584
11:50:46,-76,-12.6,-121,-18,-86.9,-115.2,-18.2,20,269767378,9.1725536
11:50:51,-76,-8.8,-117,-18,-75.2,-114.5,-19.3,20,273091440,6.648124
11:50:55,-76,-4.6,-112,-18,-73.7,-111,-17.2,20,277318796,6.7637696
11:51:00,-76,-2.6,-112,-18,-74,-107.2,-14.4,20,289230892,19.0593536
11:51:05,-76,-1.4,-112,-18,-72.6,-108.2,-14.5,20,300470386,17.9831904
11:51:10,-76,-4.2,-112,-18,-74,-109.1,-15.2,20,313479018,26.017264
11:51:14,-76,-1.6,-112,-18,-75,-109.7,-15.1,20,326277930,20.4782592
11:51:19,-76,-3.8,-112,-18,-74.4,-109.4,-15.5,20,338333834,24.111808
11:51:23,-76,-5.2,-112,-18,-74.4,-108.9,-14.8,20,349558348,17.9592224
11:51:28,-76,-5.2,-112,-18,-74.9,-110.9,-16.8,20,357509732,12.7222144
11:51:33,-76,-11,-112,-18,-75,-111.7,-16.8,20,361435990,7.852516
11:51:37,-85,12.4,-112,-8,-84.8,-109,-7.2,10,368966436,6.6937297778
11:51:46,-85,8.2,-112,-8,-82.6,-115.1,-8.8,10,373187800,6.7541824
11:51:51,-85,8.6,-112,-8,-86.1,-111.4,-8.4,10,377410662,8.445724
11:51:55,-85,11,-112,-8,-83.8,-110.7,-8.8,10,381335422,6.279616
11:52:00,-85,9.6,-112,-8,-90.1,-113,-8.6,10,385562778,8.454712
11:52:04,-85,4.4,-112,-8,-88.9,-110.4,-7.9,10,390088236,7.2407328
11:52:09,-85,13,-106,-8,-83.6,-111.2,-9.1,10,394017490,7.858508
11:52:13,-85,12.2,-106,-8,-85.8,-107.4,-7.2,10,397942250,6.279616
11:52:18,-85,13.6,-111,-8,-86.8,-109.9,-7.3,10,402159120,6.746992
11:52:23,-85,10.6,-111,-8,-85.6,-110,-7.2,10,406082382,7.846524
11:52:27,-85,15,-111,-8,-85.6,-109,-7.9,10,410303746,6.7541824
11:52:32,-85,5.6,-111,-8,-86.7,-110.5,-7.5,10,414832200,7.2455264
11:52:37,-85,10.4,-111,-8,-87.8,-112.8,-8,10,419056560,8.44872
11:52:41,-85,8.6,-111,-8,-89.2,-116.4,-8.9,10,423276426,6.7517856
11:52:46,-85,11.2,-111,-8,-87.3,-110,-7.5,10,427526252,8.499652
11:52:50,-85,11.6,-111,-8,-88.7,-113.3,-8.2,10,431750612,6.758976
11:52:55,-85,2.8,-117,-8,-88.6,-115.7,-8.9,10,435968980,8.436736
11:52:59,-85,9.6,-112,-8,-87.5,-115.9,-9.2,10,440251762,6.8524512
11:53:04,-91,1.8,-118,-8,-87.3,-113.4,-8.4,10,444473126,6.7541824
11:53:09,-91,8.6,-112,-8,-91.2,-115.1,-8.6,10,448692992,6.7517856
11:53:14,-91,5,-112,-8,-86.3,-113.6,-9.2,10,452912858,8.439732
11:53:18,-91,6.6,-112,-8,-87.1,-115.9,-10.5,10,456875068,6.339536
11:53:23,-91,8,-112,-8,-87,-116,-9.6,10,461093436,8.436736
11:53:27,-91,7.6,-112,-8,-91.6,-117.4,-9.7,10,465410672,6.9075776
11:53:32,-91,7.8,-115,-8,-91.7,-116.9,-9.4,10,469326444,6.2652352
11:53:37,-91,4,-115,-8,-91,-117.4,-9.5,10,473547808,8.442728
11:53:41,-91,3,-115,-8,-87.8,-115,-8.9,10,478071768,7.238336
11:53:46,-91,7.4,-115,-8,-86.8,-115.6,-8.6,10,482264670,8.385804
11:53:50,-91,7.6,-115,-8,-90.4,-115.5,-9.1,10,486210402,6.3131712
11:53:55,-91,6.6,-115,-8,-84.7,-115.1,-12.1,10,490434762,8.44872
11:53:59,-84,8.4,-115,-14,-81.5,-113.8,-13.5,10,494358024,6.2772192
