Time,RSSI(dBm),SNR(dB),RSRP(dBm),RSRQ(dB),CELL RSSI(dBm),CELL RSRP(dBm),CELL RSRQ(dB),AVAILABLE BANDWIDTH(MHz),SENT BYTES,RATE(MBit/s)
11:56:32,-75,-7.2,-113,-16,-73.8,-109.5,-16.1,20,5443483524,10.629808
11:56:36,-75,-3.2,-113,-16,-73.8,-109,-15.6,20,5449518966,12.070884
11:56:41,-75,-2.6,-113,-16,-73.9,-109.2,-15.3,20,5454752978,8.3744192
11:56:45,-75,-3,-113,-16,-74.2,-109.2,-15.3,20,5459883628,8.20904
11:56:50,-75,-3.6,-113,-16,-74.3,-109.1,-15.5,20,5465316874,10.866492
11:56:55,-75,-3.4,-113,-16,-72,-109.2,-15.5,20,5470753116,8.6979872
11:56:59,-75,-2.8,-113,-16,-73.8,-109.1,-15.5,20,5476487460,11.468688
11:57:04,-75,-4.6,-113,-16,-74.4,-109.8,-15.7,20,5481610620,8.197056
11:57:08,-75,-4.4,-113,-16,-74.2,-110,-15.9,20,5487643066,12.064892
11:57:13,-75,-4.4,-113,-16,-74.1,-109.9,-15.9,20,5493675512,9.6519136
11:57:17,-75,-3.8,-113,-16,-73.4,-110.3,-16.8,20,5499698970,12.046916
11:57:22,-75,-4.8,-113,-16,-73.9,-110.3,-16.5,20,5506339604,10.6250144
11:57:26,-75,-4.2,-113,-16,-73.5,-109.2,-16,20,5512980238,10.6250144
11:57:31,-75,-4.2,-113,-16,-73.8,-110,-16.1,20,5518414982,10.869488
11:57:36,-75,-3.2,-113,-16,-73.7,-109.6,-15.9,20,5524266170,9.3619008
11:57:40,-75,-5,-113,-16,-73.9,-109.6,-15.5,20,5528793126,9.053912
11:57:45,-75,-3.8,-113,-16,-74.8,-112.3,-18.2,20,5532714890,6.2748224
11:57:49,-75,-4.4,-113,-16,-74.1,-112.2,-17.8,20,5536934756,8.439732
11:57:54,-75,-5,-113,-16,-74.2,-111.3,-17.2,20,5540849030,6.2628384
11:57:58,-75,-6.4,-113,-16,-73.9,-110.8,-16.9,20,5545374488,9.050916
11:58:03,-75,-7.2,-113,-16,-74.4,-111.5,-17.3,20,5558050564,6.7565792
11:58:07,-75,-6.2,-113,-16,-73.8,-112,-17.4,20,5561973826,7.846524
11:58:21,-75,-5.2,-113,-16,-74.5,-111.9,-17.7,20,5566016928,6.4689632
11:58:25,-75,-4.2,-113,-16,-74.5,-113,-17.7,20,5570847978,7.72968
11:58:30,-74,-9.6,-116,-20,-74.1,-116.4,-20,10,5578089310,7.238336
11:58:35,-91,8.8,-116,-9,-88.7,-112.1,-7.6,10,5582312172,6.7565792
11:58:44,-91,2.6,-116,-9,-95.6,-121.1,-10.6,10,5586233936,7.843528
11:58:48,-91,1,-124,-9,-75.3,-110.5,-16.2,20,5591662688,8.6860032
11:58:53,-75,-7.8,-113,-17,-84.9,-115.5,-19.4,20,5625578954,9.1798208
11:58:57,-75,-0.4,-113,-17,-84.8,-104.7,-14.3,20,5630790496,10.423084
11:59:02,-75,-1.6,-108,-17,-85.4,-105.3,-13.6,20,5636523342,9.1725536
12:00:07,-75,3.6,-101,-11,-73.6,-100.3,-10.3,20,5644378854,15.711024
12:00:12,-75,-3.6,-112,-11,-74.5,-110.8,-16.4,20,5648667628,6.8620384
12:00:16,-75,-4.4,-112,-17,-73.1,-105.1,-12.2,20,5654394482,11.453708
12:00:21,-75,-2.4,-106,-12,-70.6,-105.5,-13.1,20,5662678422,13.254304
12:00:25,-66,6.2,-100,-12,-72.1,-103.7,-12.5,20,5669480840,10.8838688
12:00:30,-74,-4.2,-107,-12,-73.6,-110.3,-16.6,20,5673700706,8.439732
12:00:34,-74,-3.2,-107,-17,-74,-108.1,-15,20,5678224666,7.238336
12:00:39,-74,-1.2,-107,-17,-73.4,-111.5,-17.3,20,5681948694,7.448056
12:00:44,-74,-5.8,-114,-17,-75.1,-116.6,-20,20,5686468160,7.2311456
12:00:48,-74,-4.8,-108,-17,-73.7,-107.4,-13.7,20,5696534720,20.13312
12:00:53,-74,-2,-108,-17,-71.5,-104.5,-11.7,20,5707742756,17.9328576
12:00:57,-74,1.4,-108,-11,-69,-100.9,-11.9,20,5721450954,27.416396
12:01:02,-57,13.4,-84,-11,-62.7,-89.2,-9.3,20,5739383512,28.6920928
12:01:06,-47,20.4,-76,-11,-45.1,-76.4,-8.3,20,5758361674,37.956324
12:01:11,-47,21.4,-76,-11,-51.3,-82.6,-8,20,5783423214,40.098464
12:01:15,-45,23.2,-74,-11,-47.2,-75.2,-7.9,20,5810056156,53.265884
12:01:20,-54,18.6,-81,-11,-44.2,-73.3,-8.1,20,5836429944,42.1980608
12:01:24,-46,22.4,-75,-11,-58.9,-82.5,-8,20,5863647106,54.434324
12:01:29,-55,17.6,-85,-11,-54.3,-83.5,-8.6,20,5889556514,41.4550528
12:01:33,-55,10.4,-85,-11,-55.8,-83.2,-8.8,20,5916715254,54.31748
12:01:38,-55,7.6,-85,-11,-57.1,-87,-11.1,20,5941514644,39.679024
12:01:42,-55,2.8,-92,-11,-58,-95.6,-15.3,20,5963277588,43.525888
12:01:47,-55,-1.6,-92,-11,-58.4,-85.5,-9.1,20,5986716794,37.5027296
12:01:51,-55,11.2,-84,-11,-57.5,-85.9,-8.1,20,6011433794,49.434
12:01:56,-61,11.4,-89,-11,-56.5,-85.5,-9.8,20,6034029626,36.1533312
12:02:00,-61,2.4,-89,-11,-57.4,-86.4,-10.2,20,6057121296,46.18334
12:02:05,-61,7.6,-89,-11,-56.2,-89.6,-10.6,20,6076436508,30.9043392
12:02:09,-61,7.2,-89,-11,-62.5,-92.5,-9.3,20,6099586600,46.300184
12:02:14,-61,8.4,-89,-11,-59.9,-94.3,-11.5,20,6121238692,34.6433472
12:02:18,-61,3.2,-95,-11,-74.5,-100.7,-14.7,20,6141768782,41.06018
12:02:23,-61,13.6,-86,-11,-80.3,-105.1,-18.2,20,6161314686,31.2734464
12:02:27,-61,3,-98,-11,-77,-102.7,-17.3,20,6177322314,32.015256
12:02:32,-61,13.6,-90,-11,-70.9,-103.8,-19.7,20,6196757366,31.0960832
12:02:36,-61,15.6,-90,-11,-81.1,-110.5,-20,20,6218109858,42.704984
12:02:41,-68,8.4,-96,-11,-80.4,-106.7,-20,20,6239535752,34.2814304
12:02:45,-68,12.6,-91,-11,-78.2,-114.4,-20,20,6264285708,49.499912
