Time,RSSI(dBm),ECIO(dB),CELL RSCP(dBm),CELL ECIO(dB),SENT BYTES,RATE(MBit/s)
11:33:10,-90,-5.5,-99,-12,329575028,13.904436
11:33:45,-97,-7.5,-101,-15,370548324,9.3653248
11:33:55,-89,-6,-99,-18,386849560,13.0409888
11:33:59,-76,-4.5,-92,-21,395304272,16.909424
11:34:04,-83,-4.5,-92,-13,403424930,12.9930528
11:34:08,-83,-4.5,-101,-19,411353844,15.857828
11:34:13,-83,-4.5,-93,-18,419201866,12.5568352
11:34:17,-75,-4.5,-93,-15,427350986,16.29824
11:34:31,-76,-3,-99,-21,451519718,13.810704
11:34:40,-76,-3,-88,-10,467326614,14.0505742222
11:34:54,-73,-3,-85,-16,492391150,14.322592
11:34:58,-80,-5,-90,-19,500351522,15.920744
11:35:29,-71,-3.5,-78,-14,555070466,14.1210178065
11:36:04,-71,-3,-83,-14,615224154,13.7494144
11:36:08,-71,-3,-79,-14,623388254,16.3282
11:36:17,-71,-4.5,-81,-14,639088792,13.9560337778
11:36:22,-71,-3,-80,-14,646932320,12.5496448
11:36:26,-71,-6.5,-75,-14,655390028,16.915416
11:36:31,-71,-3,-81,-14,662935454,12.0726816
11:36:35,-71,-3,-81,-14,671090566,16.310224
11:36:40,-71,-3,-81,-14,678941584,12.5616288
11:36:44,-71,-3,-84,-14,686490006,15.096844
11:36:49,-71,-8.5,-79,-14,694646616,13.050576
11:36:53,-64,-3,-77,-15,702794238,16.295244
11:36:58,-64,-4.5,-106,-24,711135102,13.3453824
11:37:03,-95,-8.5,-96,-12,718494776,11.7754784
11:37:07,-95,-8.5,-100,-14,726342798,15.696044
11:37:12,-95,-4.5,-95,-12,734258230,12.6646912
11:37:16,-89,-4.5,-90,-20,742241072,15.965684
11:37:21,-89,-4.5,-94,-15,749486898,11.5933216
11:37:25,-83,-4.5,-95,-24,757634520,16.295244
11:37:30,-71,-3,-82,-17,765567928,12.6934528
11:37:34,-71,-3,-81,-8,773724538,16.31322
11:37:39,-71,-3,-87,-20,781571062,12.5544384
11:37:44,-71,-3,-86,-24,789720182,13.038592
11:37:48,-71,-3,-87,-24,798474494,17.508624
11:37:53,-71,-3,-84,-15,806629606,13.0481792
11:37:58,-71,-3,-92,-24,814928526,13.278272
11:38:02,-71,-3,-90,-23,823077646,16.29824
11:38:07,-71,-5.5,-77,-7,830927166,12.559232
11:38:11,-71,-3.5,-91,-23,839071792,16.289252
11:38:16,-71,-3.5,-90,-19,847231398,13.0553696
11:38:20,-71,-3.5,-85,-15,855358048,16.2533
11:38:25,-71,-3.5,-89,-21,863540124,13.0913216
11:38:29,-71,-3.5,-83,-23,871686248,16.292248
11:38:34,-71,-3.5,-90,-19,879830874,13.0314016
11:38:38,-60,-3.5,-78,-18,887976998,16.292248
11:38:43,-60,-3.5,-82,-22,896130612,13.0457824
11:38:48,-71,-3.5,-88,-23,904595810,13.5443168
11:38:52,-71,-3.5,-90,-19,913047526,16.903432
11:38:57,-71,-3.5,-121,-26,921196646,13.038592
11:39:02,-71,-3.5,-96,-23,929338276,13.026608
11:39:06,-71,-3.5,-121,-26,937491890,16.307228
11:39:11,-71,-3.5,-74,-17,945951096,13.5347296
11:39:15,-60,-3.5,-81,-12,954104710,16.307228
11:39:20,-69,-3.5,-121,-25,962271806,13.0673536
11:39:25,-69,-5,-73,-14,970521292,13.1991776
11:39:29,-61,-3.5,-93,-20,977164922,13.28726
11:39:34,-61,-7,-95,-23,985309548,13.0314016
11:39:38,-74,-7,-95,-21,992856472,15.093848
11:39:43,-74,-4,-87,-16,1000708988,12.5640256
11:39:48,-74,-4,-89,-10,1009160704,13.5227456
11:39:52,-81,-4,-97,-16,1017369744,16.41808
11:39:57,-75,-4,-94,-22,1025322626,12.7246112
11:40:01,-75,-6.5,-94,-24,1033473244,16.301236
11:40:06,-75,-3,-91,-20,1041619368,13.0337984
11:40:11,-75,-3,-86,-10,1049473382,12.5664224
11:40:15,-75,-3,-87,-10,1057628494,16.310224
11:40:20,-81,-4,-89,-10,1066384304,14.009296
11:40:24,-81,-4,-81,-10,1074236820,15.705032
11:40:29,-75,-4,-83,-10,1082084842,12.5568352
11:40:34,-75,-4,-92,-14,1089937358,12.5640256
11:40:38,-84,-4,-99,-20,1097789874,15.705032
11:40:43,-84,-10.5,-94,-14,1105938994,13.038592
11:40:47,-90,-6.5,-93,-7,1113485918,15.093848
11:40:52,-90,-6.5,-95,-10,1121647022,13.0577664
11:40:57,-90,-6.5,-121,-25,1129192448,12.0726816
11:41:02,-90,-5,-100,-22,1137675622,13.5730784
11:41:06,-90,-5,-94,-8,1145824742,16.29824
11:41:11,-90,-6.5,-92,-8,1153370168,12.0726816
11:41:15,-90,-6.5,-100,-23,1158804912,10.869488
11:41:20,-78,-4.5,-98,-21,1166952534,13.0361952
11:41:25,-78,-4.5,-92,-17,1175402752,13.5203488
11:41:29,-78,-4.5,-92,-17,1183851472,16.89744
11:41:34,-78,-4.5,-90,-16,1192002090,13.0409888
11:41:38,-78,-4.5,-92,-14,1199552010,15.09984
11:41:43,-78,-4.5,-94,-19,1207401530,12.559232
11:41:48,-78,-6,-91,-23,1214645858,11.5909248
11:41:52,-78,-6,-94,-19,1222194280,15.096844
11:41:57,-78,-6,-90,-8,1230436276,13.1871936
11:42:02,-78,-4.5,-107,-21,1237983200,12.0750784
11:42:06,-84,-5,-94,-14,1246479856,16.993312
11:42:11,-77,-3.5,-89,-11,1254627478,13.0361952
11:42:15,-77,-3.5,-95,-14,1262476998,15.69904
11:42:20,-77,-3.5,-98,-23,1270328016,12.5616288
11:42:24,-77,-3.5,-94,-17,1278475638,16.295244
11:42:29,-87,-5,-105,-17,1286928852,13.5251424
11:42:34,-87,-5,-108,-24,1294173180,11.5909248
11:42:39,-94,-6.5,-101,-13,1301714112,12.0654912
11:42:43,-94,-6.5,-102,-23,1307748056,12.067888
11:42:48,-94,-8,-109,-18,1314448610,10.7208864
11:42:52,-94,-8,-107,-15,1319579260,10.2613
11:42:57,-100,-14,-107,-16,1323805118,6.7613728
11:43:01,-100,-6.5,-104,-15,1328934270,10.258304
11:43:06,-100,-9,-106,-16,1336586054,12.2428544
11:43:11,-100,-9,-109,-17,1344131480,12.0726816
11:43:15,-100,-6.5,-105,-15,1351465688,14.668416
11:43:20,-100,-9.5,-107,-16,1359009616,12.0702848
11:43:24,-100,-7.5,-108,-17,1366558038,15.096844
11:43:29,-100,-7.5,-111,-23,1374134922,12.1230144
11:43:38,-92,-4.5,-97,-23,1390136558,14.2236764444
11:43:43,-92,-4.5,-93,-14,1398282682,13.0337984
11:43:47,-92,-4.5,-93,-14,1406132202,15.69904
11:43:52,-92,-4.5,-99,-17,1413978726,12.5544384
11:43:56,-86,-4.5,-98,-21,1422130842,16.304232
11:44:01,-86,-4.5,-93,-19,1429977366,12.5544384
11:44:05,-86,-4.5,-95,-15,1437521294,15.087856
11:44:10,-86,-4.5,-95,-18,1445072712,12.0822688
11:44:14,-70,-4.5,-78,-11,1453229322,16.31322
11:44:19,-70,-4.5,-93,-18,1461215160,12.7773408
11:44:23,-70,-4.5,-92,-15,1469224966,16.019612
11:44:28,-70,-4.5,-96,-24,1477207808,12.7725472
11:44:32,-77,-4.5,-121,-25,1485356928,16.29824
11:44:37,-77,-4.5,-98,-23,1493807146,13.5203488
11:44:42,-77,-4.5,-91,-11,1501653670,12.5544384
11:44:46,-77,-9,-82,-17,1509503190,15.69904
11:44:51,-91,-14,-86,-7,1517352710,12.559232
11:44:55,-91,-8,-92,-14,1526113014,17.520608
11:45:00,-85,-5.5,-97,-22,1534260636,13.0361952
11:45:05,-85,-5.5,-93,-16,1542411254,13.0409888
11:45:09,-85,-5.5,-94,-13,1550257778,15.693048
11:45:14,-85,-3.5,-93,-19,1558405400,13.0361952
11:45:18,-85,-5.5,-95,-19,1565955320,15.09984
11:45:23,-79,-5.5,-96,-20,1573837796,12.6119616
11:45:27,-79,-4,-90,-17,1581985418,16.295244
11:45:32,-79,-4,-94,-14,1589827448,12.547248
11:45:36,-79,-4,-90,-13,1597972074,16.289252
11:45:41,-79,-4,-93,-16,1605869530,12.6359296
11:45:45,-79,-4,-82,-7,1613972212,16.205364
11:45:50,-79,-7,-94,-18,1622121332,13.038592
11:45:55,-79,-4,-90,-15,1630577542,13.529936
11:45:59,-79,-5.5,-121,-25,1639033752,16.91242
11:46:04,-79,-4,-95,-20,1647477978,13.5107616
11:46:09,-79,-4,-93,-16,1655634588,13.050576
11:46:13,-79,-6,-87,-11,1663780712,16.292248
11:46:18,-79,-4,-89,-13,1671630232,12.559232
11:46:23,-79,-4,-121,-25,1679776356,13.0337984
11:46:27,-79,-4,-91,-16,1687929970,16.307228
11:46:32,-79,-4,-92,-17,1696153990,13.158432
11:46:36,-79,-4,-97,-24,1704160800,16.01362
11:46:41,-79,-4,-93,-17,1712311418,13.0409888
11:46:45,-79,-4,-92,-17,1720460538,16.29824
11:46:50,-79,-4,-89,-17,1728690550,13.1680192
11:46:54,-79,-4,-95,-24,1736537074,15.693048
11:46:59,-79,-4,-99,-23,1744714656,13.0841312
11:47:04,-79,-4,-92,-17,1752865274,13.0409888
11:47:08,-79,-4,-96,-24,1760717790,15.705032
11:47:13,-79,-4,-92,-17,1768868408,13.0409888
11:47:17,-79,-4,-91,-17,1777318626,16.900436
11:47:22,-79,-4,-94,-17,1785464750,13.0337984
11:47:27,-79,-4,-94,-20,1793914968,13.5203488
11:47:31,-79,-4,-89,-15,1802371178,16.91242
11:47:36,-79,-4,-91,-14,1810524792,13.0457824
11:47:41,-79,-4,-90,-13,1818679904,13.0481792
11:47:45,-79,-4,-93,-17,1826533918,15.708028
11:47:50,-79,-4,-91,-14,1834681540,13.0361952
11:47:54,-79,-4,-89,-12,1842833656,16.304232
11:47:59,-79,-5.5,-93,-17,1850684674,12.5616288
11:48:03,-79,-5.5,-92,-14,1858836790,16.304232
11:48:08,-79,-4,-90,-17,1867293000,13.529936
11:48:12,-79,-4,-98,-23,1875443618,16.301236
11:48:17,-79,-4,-94,-22,1883291640,12.5568352
11:48:21,-79,-4,-83,-11,1891431772,16.280264
11:48:26,-79,-4,-85,-13,1899880492,13.517952
11:48:31,-79,-4,-83,-11,1908091030,13.1368608
11:48:35,-79,-4,-85,-15,1916542746,16.903432
11:48:40,-79,-4,-84,-15,1924997458,13.5275392
11:48:44,-73,-4,-91,-24,1932842484,15.690052
11:48:49,-73,-4,-89,-17,1940991604,13.038592
11:48:53,-73,-4,-93,-17,1949140724,16.29824
11:48:58,-73,-4,-88,-17,1957291342,13.0409888
11:49:03,-73,-4,-83,-12,1965744556,13.5251424
11:49:07,-73,-4,-83,-12,1973896672,16.304232
11:49:12,-73,-4,-82,-12,1982045792,13.038592
11:49:16,-73,-4,-96,-23,1990187422,16.28326
11:49:21,-73,-4,-96,-24,1997930584,12.3890592
11:49:26,-73,-4,-90,-17,2006687892,14.0116928
11:49:30,-73,-4,-89,-17,2014840008,16.304232
11:49:35,-73,-4,-85,-16,2022996618,13.050576
11:49:39,-73,-4,-85,-17,2031177196,16.361156
11:49:44,-73,-4,-84,-12,2039022222,12.5520416
11:49:48,-73,-4,-93,-17,2047174338,16.304232
11:49:53,-73,-4,-95,-22,2055339936,13.0649568
11:49:57,-73,-4,-98,-22,2063193950,15.708028
11:50:02,-73,-4,-121,-26,2071949760,14.009296
11:50:07,-73,-4,-90,-17,2080107868,13.0529728
11:50:11,-73,-4,-92,-17,2088249498,16.28326
11:50:16,-73,-4,-94,-19,2096100516,12.5616288
11:50:20,-73,-4,-96,-23,2104249636,16.29824
11:50:25,-73,-4,-92,-17,2112401752,13.0433856
11:50:30,-73,-4,-91,-17,2120550872,13.038592
11:50:34,-73,-4,-96,-18,2129300690,17.499636
11:50:39,-73,-4,-93,-23,2136985430,12.295584
11:50:43,-73,-4,-89,-20,2144830456,15.690052
11:50:48,-73,-5.5,-121,-25,2152978078,13.0361952
11:50:52,-73,-3.5,-121,-25,2161121206,16.286256
11:50:57,-73,-3.5,-94,-17,2169569926,13.517952
11:51:02,-73,-3.5,-91,-17,2177416450,12.5544384
11:51:07,-73,-3.5,-98,-24,2185643466,13.1632256
11:51:11,-73,-5,-96,-23,2193981334,16.675736
11:51:16,-79,-5,-85,-9,2201630122,12.2380608
11:51:20,-79,-3.5,-121,-25,2209771752,16.28326
11:51:25,-62,-3.5,-71,-22,2217627264,12.5688192
11:51:30,-63,-3.5,-82,-19,2226383074,14.009296
11:51:34,-56,-3.5,-84,-21,2234836288,16.906428
11:51:39,-80,-5.5,-82,-6,2242691800,12.5688192
11:51:43,-80,-5.5,-94,-16,2250842418,16.301236
11:51:48,-80,-4,-92,-19,2259291138,13.517952
11:51:52,-80,-4,-97,-24,2266838062,15.093848
11:51:57,-80,-4,-86,-13,2274904792,12.906768
11:52:01,-80,-4,-88,-22,2282859172,15.90876
11:52:06,-63,-4,-82,-22,2291300402,13.505968
11:52:11,-72,-4,-78,-15,2299200854,12.6407232
11:52:15,-72,-4,-88,-14,2307598642,16.795576
11:52:20,-78,-4,-86,-10,2315446664,12.5568352
11:52:24,-78,-4,-89,-11,2323297682,15.702036
11:52:29,-78,-4,-89,-12,2332053492,14.009296
11:52:34,-78,-4,-92,-16,2339900016,12.5544384
11:52:38,-78,-4,-88,-10,2348348736,16.89744
11:52:43,-78,-4,-104,-24,2356491864,13.0290048
11:52:47,-78,-4,-104,-20,2364341384,15.69904
11:52:52,-78,-4,-90,-14,2372547428,13.1296704
11:52:56,-78,-4,-96,-14,2380693552,16.292248
11:53:01,-78,-4,-91,-14,2388845668,13.0433856
11:53:06,-78,-4,-92,-14,2396693690,12.5568352
11:53:10,-78,-5.5,-99,-18,2404850300,16.31322
11:53:15,-78,-5.5,-94,-11,2412707310,12.571216
11:53:19,-78,-5.5,-100,-14,2420257230,15.09984
11:53:24,-85,-5.5,-96,-12,2427802656,12.0726816
11:53:28,-85,-5.5,-108,-21,2434745886,13.88646
11:53:33,-85,-7,-105,-18,2441996206,11.600512
11:53:38,-85,-5,-97,-24,2450149820,13.0457824
11:53:42,-92,-6.5,-98,-13,2458300438,16.301236
11:53:47,-92,-6.5,-93,-21,2466443566,13.0290048
11:53:51,-84,-4,-98,-24,2474589690,16.292248
11:53:56,-84,-7.5,-96,-19,2482141108,12.0822688
11:54:00,-78,-5,-96,-24,2489992126,15.702036
11:54:05,-78,-3.5,-92,-17,2498144242,13.0433856
11:54:10,-78,-3.5,-90,-17,2505993762,12.559232
11:54:14,-78,-3.5,-91,-17,2514147376,16.307228
11:54:19,-78,-6,-94,-16,2521692802,12.0726816
11:54:23,-78,-4.5,-88,-9,2529844918,16.304232
11:54:28,-78,-4.5,-98,-17,2537694438,12.559232
11:54:33,-78,-4.5,-91,-17,2545554444,12.5760096
11:54:37,-70,-4.5,-89,-19,2553402466,15.696044
11:54:42,-70,-4.5,-92,-22,2561553084,13.0409888
11:54:46,-78,-4.5,-121,-25,2569401106,15.696044
11:54:51,-77,-4.5,-88,-14,2576951026,12.079872
11:54:55,-77,-4.5,-76,-15,2585100146,16.29824
11:55:00,-64,-6,-75,-12,2593547368,13.5155552
11:55:05,-64,-4,-92,-23,2601387900,12.5448512
11:55:09,-71,-4,-79,-11,2609541514,16.307228
11:55:14,-71,-4,-85,-18,2617746060,13.1272736
11:55:19,-65,-4,-84,-16,2625588090,12.547248
11:55:23,-65,-4,-74,-12,2633735712,16.295244
11:55:28,-72,-5.5,-93,-19,2641637662,12.64312
11:55:33,-72,-4,-88,-17,2650537280,14.2393888
11:55:37,-72,-2.5,-73,-13,2658687898,16.301236
11:55:42,-72,-2.5,-80,-6,2667256458,13.709696
11:55:47,-78,-5,-99,-19,2674989134,12.3722816
11:55:55,-78,-5,-102,-16,2689489774,14.50064
11:56:00,-84,-5,-100,-16,2696428510,11.1019776
11:56:04,-84,-5,-107,-20,2704191146,15.525272
11:56:09,-84,-5,-106,-18,2711824954,12.2140928
11:56:14,-84,-5,-107,-19,2719067784,11.588528
11:56:18,-84,-5,-102,-17,2726139842,14.144116
11:56:23,-84,-5,-90,-8,2732058440,9.4697568
11:56:27,-84,-7,-103,-17,2739001670,13.88646
11:56:32,-84,-4.5,-98,-19,2745943402,11.1067712
11:56:36,-84,-4.5,-95,-24,2752339862,12.79292
11:56:41,-84,-4.5,-101,-18,2758683892,10.150448
11:56:45,-84,-2.5,-99,-17,2765326024,13.284264
11:56:50,-84,-2.5,-99,-18,2772267756,11.1067712
11:56:55,-84,-4,-95,-13,2779216978,11.1187552
11:56:59,-84,-2.5,-98,-15,2786157212,13.880468
11:57:04,-84,-2.5,-100,-22,2793098944,11.1067712
11:57:08,-84,-2.5,-102,-18,2800040676,13.883464
11:57:13,-84,-2.5,-100,-20,2806479080,10.3014464
11:57:17,-84,-4,-99,-18,2813119714,13.281268
11:57:22,-84,-4,-102,-18,2819763344,10.629808
11:57:26,-84,-4,-101,-18,2826104378,12.682068
11:57:31,-84,-4,-102,-19,2833047608,11.109168
11:57:36,-84,-4,-100,-15,2839686744,10.6226176
11:57:40,-84,-4,-99,-17,2846328876,13.284264
11:57:45,-84,-4,-100,-18,2852969510,10.6250144
11:57:49,-84,-4,-97,-17,2859912740,13.88646
11:57:54,-84,-4,-98,-23,2866553374,10.6250144
11:57:58,-72,-6.5,-88,-15,2873490612,13.874476
11:58:03,-72,-3.5,-121,-25,2880429348,11.1019776
11:58:07,-72,-3.5,-83,-13,2887071480,13.284264
11:58:21,-72,-3.5,-83,-13,2906819614,11.3200864
11:58:25,-72,-3.5,-84,-12,2913452758,13.266288
11:58:30,-79,-3.5,-83,-8,2920398984,11.1139616
11:58:35,-63,-3.5,-85,-24,2927041116,10.6274112
11:58:44,-76,-3.5,-98,-24,2938818392,10.4686897778
11:58:48,-82,-3.5,-89,-13,2944552736,11.468688
11:58:53,-89,-6.5,-101,-13,2951187378,10.6154272
11:58:57,-89,-5,-104,-20,2957828012,13.281268
11:59:02,-89,-5,-98,-12,2964769744,11.1067712
12:00:07,-84,-3.5,-105,-18,3050200684,10.5145772308
12:00:12,-90,-6.5,-97,-9,3057865950,12.2644256
12:00:16,-90,-6.5,-101,-14,3065409878,15.087856
12:00:21,-97,-8.5,-99,-8,3073452640,12.8684192
12:00:25,-84,-4,-101,-14,3081111914,15.318548
12:00:30,-84,-4,-103,-14,3088447620,11.7371296
12:00:34,-84,-6.5,-101,-14,3095979564,15.063888
12:00:39,-84,-6.5,-100,-14,3103471062,11.9863968
12:00:44,-94,-6.5,-109,-18,3111080902,12.175744
12:00:48,-94,-8,-108,-20,3118022634,13.883464
12:00:53,-94,-8,-106,-16,3125115664,11.348848
12:00:57,-101,-8,-110,-18,3131757796,13.284264
12:01:02,-107,-16.5,-112,-21,3135379960,5.7954624
12:01:06,-107,-11,-114,-24,3142922390,15.08486
12:01:11,-107,-7.5,-113,-22,3150774906,12.5640256
12:01:15,-100,-6,-99,-12,3158619932,15.690052
12:01:20,-100,-6,-92,-16,3166466456,12.5544384
12:01:24,-94,-6,-89,-12,3174617074,16.301236
12:01:29,-71,-3,-99,-22,3182462100,12.5520416
12:01:33,-71,-4.5,-84,-24,3190311620,15.69904
12:01:38,-71,-4.5,-75,-18,3198462238,13.0409888
12:01:42,-60,-3,-81,-24,3206612856,16.301236
12:01:47,-73,-3,-81,-15,3214462376,12.559232
12:01:51,-67,-3,-82,-12,3222617488,16.310224
12:01:56,-67,-3,-81,-7,3230774098,13.050576
12:02:00,-79,-5,-84,-11,3238920222,16.292248
12:02:05,-79,-5,-82,-9,3246471640,12.0822688
12:02:09,-66,-5,-79,-17,3254325654,15.708028
12:02:14,-66,-5,-92,-20,3262482264,13.050576
12:02:18,-66,-3.5,-93,-24,3270032184,15.09984
12:02:23,-66,-3.5,-95,-24,3278187296,13.0481792
12:02:27,-66,-5,-88,-17,3286197102,16.019612
12:02:32,-73,-3.5,-121,-26,3294304278,12.9714816
12:02:36,-73,-3.5,-91,-16,3301548606,14.488656
12:02:41,-73,-5,-93,-12,3307584048,9.6567072
12:02:45,-73,-5,-91,-19,3313318392,11.468688
12:02:50,-80,-5,-95,-19,3319747808,10.2870656
12:02:54,-80,-3.5,-94,-19,3326908248,14.32088
12:02:59,-80,-4,-99,-21,3334230472,11.7155584
12:03:03,-80,-4,-91,-20,3340871106,13.281268
