Time,RSSI(dBm),ECIO(dB),CELL RSCP(dBm),CELL ECIO(dB),SENT BYTES,RATE(MBit/s)
11:39:41,-64,-6,-71,-12,1277376106,16.376136
11:39:46,-64,-4.5,-90,-23,1285219634,12.5496448
11:39:50,-64,-4.5,-92,-16,1293064660,15.690052
11:39:55,-71,-6,-96,-13,1300004894,11.1043744
11:39:59,-78,-7.5,-100,-15,1306043332,12.076876
11:40:04,-78,-5,-103,-19,1313891354,12.5568352
11:40:08,-78,-8,-93,-12,1321743870,15.705032
11:40:13,-78,-8,-99,-23,1325664136,6.2724256
11:40:17,-78,-6.5,-97,-17,1332607366,13.88646
11:40:22,-89,-9,-93,-14,1339851694,11.5909248
11:40:26,-89,-6.5,-88,-8,1347397120,15.090852
11:40:31,-78,-6.5,-93,-19,1355412918,12.8252768
11:40:35,-78,-6.5,-98,-19,1363088670,15.351504
11:40:40,-78,-6.5,-93,-16,1370939688,12.5616288
11:40:44,-78,-8,-100,-21,1378486612,15.093848
11:40:49,-78,-6,-95,-24,1384522054,9.6567072
11:40:53,-78,-5,-97,-18,1391466782,13.889456
11:40:58,-78,-5,-81,-15,1399618898,13.0433856
11:41:03,-78,-5,-81,-12,1407765022,13.0337984
11:41:07,-78,-5,-88,-15,1415920134,16.310224
11:41:12,-78,-4,-87,-15,1424079740,13.0553696
11:41:17,-78,-4,-90,-17,1432831056,14.0021056
11:41:21,-71,-4,-88,-14,1440377980,15.093848
11:41:26,-71,-6.5,-85,-10,1448387786,12.8156896
11:41:30,-71,-8,-93,-20,1455328020,13.880468
11:41:35,-77,-5.5,-99,-22,1462877940,12.079872
11:41:39,-77,-10.5,-94,-14,1470442840,15.1298
11:41:44,-77,-5.5,-96,-17,1477392062,11.1187552
11:41:48,-77,-5.5,-85,-15,1484642382,14.50064
11:41:53,-77,-7.5,-92,-14,1492490404,12.5568352
11:41:57,-77,-7.5,-91,-13,1500137694,15.29458
11:42:02,-77,-6,-95,-15,1507987214,12.559232
11:42:06,-77,-6,-97,-16,1515830742,15.687056
11:42:11,-77,-6,-100,-19,1523681760,12.5616288
11:42:15,-83,-10.5,-94,-12,1531832378,16.301236
11:42:20,-83,-5.5,-92,-14,1539684894,12.5640256
11:42:25,-83,-5.5,-94,-18,1547837010,13.0433856
11:42:29,-83,-5.5,-93,-16,1555987628,16.301236
11:42:34,-83,-5.5,-94,-20,1563648400,12.2572352
11:42:38,-83,-4,-93,-22,1571192328,15.087856
11:42:43,-77,-4,-81,-24,1579641048,13.517952
11:42:47,-75,-2.5,-121,-25,1587480082,15.678068
11:42:52,-81,-11.5,-79,-13,1595808962,13.326208
11:42:56,-65,-3.5,-84,-23,1603781318,15.944712
11:43:01,-76,-3.5,-78,-24,1611925944,13.0314016
11:43:05,-75,-3.5,-80,-10,1620072068,16.292248
11:43:10,-69,-3.5,-84,-24,1627926082,12.5664224
11:43:14,-69,-3.5,-78,-18,1636075202,16.29824
11:43:19,-69,-3.5,-80,-13,1643920228,12.5520416
11:43:23,-69,-5,-88,-13,1651955500,16.070544
11:43:28,-69,-3,-89,-22,1659914374,12.7341984
11:43:32,-78,-3.5,-83,-11,1668369086,16.909424
11:43:37,-78,-3.5,-88,-15,1676518206,13.038592
11:43:42,-78,-5,-83,-10,1684671820,13.0457824
11:43:46,-78,-5,-85,-16,1692823936,16.304232
11:43:51,-78,-5,-86,-16,1700983542,13.0553696
11:43:55,-78,-3.5,-86,-16,1709137156,16.307228
11:44:00,-78,-3.5,-84,-11,1717271296,13.014624
11:44:04,-78,-5.5,-86,-12,1725442886,16.34318
11:44:09,-78,-5.5,-88,-15,1733597998,13.0481792
11:44:13,-78,-4,-86,-14,1741747118,16.29824
11:44:18,-78,-4,-81,-11,1749894740,13.0361952
11:44:22,-78,-4,-86,-12,1758073820,16.35816
11:44:27,-78,-4,-87,-17,1766230430,13.050576
11:44:31,-78,-6.5,-86,-16,1774378052,16.295244
11:44:36,-78,-10.5,-83,-17,1783126372,13.997312
11:44:41,-78,-14,-83,-24,1790972896,12.5544384
11:44:45,-78,-8,-83,-10,1799426110,16.906428
11:44:50,-78,-6,-96,-22,1806967042,12.0654912
11:44:54,-78,-4,-88,-22,1815117660,16.301236
11:44:59,-65,-4,-74,-14,1822965682,12.5568352
11:45:03,-65,-4,-121,-25,1831474322,17.01728
11:45:08,-65,-2.5,-121,-26,1839566518,12.9475136
11:45:13,-65,-5.5,-65,-7,1847714140,13.0361952
11:45:17,-65,-3.5,-78,-18,1856466954,17.505628
11:45:22,-59,-3.5,-58,-7,1864923164,13.529936
11:45:26,-59,-3.5,-63,-7,1873070786,16.295244
11:45:31,-59,-3.5,-76,-20,1881216910,13.0337984
11:49:01,-73,-5,-86,-14,5075272,10.150448
11:49:06,-73,-5,-83,-11,13392168,13.3070336
11:49:10,-73,-3,-87,-13,21363026,15.941716
11:49:15,-73,-3,-82,-15,29208052,12.5520416
11:49:19,-73,-6.5,-92,-20,37361666,16.307228
11:49:24,-79,-4.5,-87,-14,45814880,13.5251424
11:49:29,-79,-4.5,-85,-12,54262102,13.5155552
11:49:33,-73,-4.5,-85,-21,62409724,16.295244
11:49:38,-73,-4.5,-86,-20,70867432,13.5323328
11:49:43,-73,-4.5,-84,-15,79012058,13.0314016
11:49:47,-73,-3,-86,-15,87162676,16.301236
11:49:52,-73,-3,-84,-14,95016690,12.5664224
11:49:56,-73,-3,-85,-13,102866210,15.69904
11:50:00,-73,-4.5,-89,-21,111009338,16.286256
11:50:05,-62,-4.5,-81,-23,118724038,12.34352
11:50:09,-71,-4.5,-78,-10,126585542,15.723008
11:50:14,-71,-4.5,-78,-12,134734662,13.038592
11:50:18,-71,-4.5,-90,-15,142584182,15.69904
11:50:23,-71,-4.5,-90,-16,150427710,12.5496448
11:50:28,-78,-6.5,-105,-19,158280226,12.5640256
11:50:32,-78,-6.5,-103,-14,166131244,15.702036
11:50:37,-90,-4.5,-121,-25,174277368,13.0337984
11:50:42,-79,-7.5,-104,-15,177592442,5.3041184
11:50:46,-85,-5,-101,-10,180606418,6.027952
11:50:51,-85,-5,-106,-17,184532676,6.2820128
11:50:55,-95,-5.5,-104,-16,188631204,8.197056
11:51:00,-95,-7.5,-108,-18,194765514,9.814896
11:51:05,-95,-5.5,-103,-17,198690274,6.279616
11:51:10,-95,-5.5,-110,-22,202078750,5.4215616
11:51:14,-95,-5.5,-107,-18,203284640,2.41178
11:51:19,-88,-4,-99,-16,204490530,1.929424
11:51:23,-88,-4,-101,-16,206002012,3.022964
11:51:28,-88,-4,-101,-12,208719384,4.3477952
11:51:33,-94,-5.5,-103,-13,210531964,2.900128
11:51:37,-94,-5.5,-108,-20,214450732,7.837536
11:51:46,-94,-5.5,-98,-10,223964530,8.4567093333
11:51:51,-94,-4,-109,-22,228632298,7.4684288
11:51:55,-94,-4,-104,-19,233160752,9.056908
11:52:00,-94,-4,-103,-15,238595496,8.6955904
11:52:04,-94,-7.5,-100,-11,244025746,10.8605
11:52:09,-94,-10,-96,-10,250065682,9.6638976
11:52:13,-94,-7,-103,-15,252780058,5.428752
11:52:18,-85,-4,-96,-14,254892238,3.379488
11:52:23,-85,-4,-95,-12,257608112,4.3453984
11:52:27,-85,-4,-97,-15,261233272,7.25032
11:52:32,-85,-4,-97,-15,264853938,5.7930656
11:52:37,-85,-4,-97,-14,268778698,6.279616
11:52:41,-85,-4,-97,-12,273305654,9.053912
11:52:46,-85,-4,-99,-14,279949284,10.629808
11:52:50,-85,-4,-99,-13,286595910,13.293252
11:52:55,-85,-4,-98,-14,292333250,9.179744
11:52:59,-85,-4,-101,-17,296560606,8.454712
11:53:04,-85,-4,-97,-13,301993852,8.6931936
11:53:09,-85,-4,-94,-12,305010824,4.8271552
11:53:14,-85,-7,-94,-10,309235184,6.758976
11:53:18,-93,-5.5,-107,-20,315932742,13.395116
11:53:23,-93,-5.5,-97,-14,323488654,12.0894592
11:53:27,-93,-5.5,-100,-17,330439374,13.90144
11:53:32,-93,-5.5,-97,-15,337808036,11.7898592
11:53:37,-93,-5.5,-99,-16,345356458,12.0774752
11:53:41,-93,-5.5,-101,-17,352684674,14.656432
11:53:46,-93,-5.5,-99,-14,360230100,12.0726816
11:53:50,-93,-5.5,-100,-15,367820466,15.180732
11:53:55,-93,-7,-101,-16,374774182,11.1259456
11:53:59,-93,-7,-98,-15,381892678,14.236992
11:54:04,-93,-7,-98,-12,389141500,11.5981152
11:54:09,-93,-6,-99,-12,396390322,11.5981152
11:54:13,-93,-6,-102,-16,403943238,15.105832
11:54:18,-93,-4,-103,-24,412096852,13.0457824
11:54:31,-86,-4,-100,-21,435185526,14.2084147692
11:54:35,-80,-5.5,-95,-21,443051524,15.731996
11:54:40,-80,-5.5,-94,-21,451804338,14.0045024
11:54:45,-80,-5.5,-98,-21,459863578,12.894784
11:54:49,-80,-4,-107,-21,467820954,15.914752
11:54:54,-80,-4,-99,-21,475976066,13.0481792
11:54:58,-80,-4,-102,-23,484126684,16.301236
11:55:03,-89,-6,-104,-21,492585890,13.5347296
11:55:07,-83,-4.5,-102,-20,500427920,15.68406
11:56:04,-95,-7,-121,-25,576395994,10.6621858246
11:56:09,-95,-7,-117,-24,577902982,2.4111808
11:56:13,-95,-7.5,-114,-23,579110370,2.414776
11:56:18,-95,-10.5,-115,-22,580018158,1.4524608
11:56:22,-95,-9.5,-110,-18,582131836,4.227356
11:56:26,-95,-9.5,-116,-24,587263984,10.264296
11:56:30,-95,-9.5,-105,-16,588472870,2.417772
11:56:35,-95,-11,-116,-24,589075066,0.9635136
11:56:39,-95,-11,-104,-16,590884650,3.619168
11:56:43,-95,-9,-104,-20,594804916,7.840532
11:56:48,-95,-7,-97,-14,601142954,10.1408608
11:56:52,-95,-10,-106,-17,606881792,11.477676
11:56:56,-95,-11.5,-101,-20,613523924,13.284264
11:57:01,-95,-9,-108,-17,620465656,11.1067712
11:57:05,-95,-7.5,-112,-22,627106290,13.281268
11:57:10,-95,-12.5,-101,-12,631392068,6.8572448
11:57:14,-95,-8.5,-111,-19,632902052,3.019968
11:57:19,-101,-18,-112,-19,633204648,0.4841536
11:58:20,-97,-11,-116,-24,666690940,4.3916448525
11:58:24,-97,-11,-108,-22,673930774,14.479668
11:58:29,-97,-6,-97,-11,681172106,11.5861312
11:58:33,-97,-6,-105,-16,683895470,5.446728
11:58:42,-97,-10,-113,-22,684196568,0.602196
11:58:51,-97,-9,-111,-20,686913940,4.3477952
11:58:55,-97,-11,-100,-15,690533108,7.238336
11:58:59,-97,-7,-102,-15,693256472,5.446728
11:59:04,-97,-7,-111,-20,694767954,2.4183712
11:59:43,-97,-8.5,-109,-15,723143070,5.8205366154
11:59:52,-97,-10.5,-106,-14,731897382,7.7816106667
11:59:57,-97,-6.5,-94,-7,739143208,11.5933216
12:00:01,-97,-6.5,-107,-21,746090932,13.895448
12:00:06,-97,-6.5,-105,-18,752124876,9.6543104
12:00:10,-97,-4,-102,-16,759951926,15.6541
12:00:15,-94,-7.5,-92,-24,767846386,12.631136
12:00:19,-77,-6,-96,-21,775701898,15.711024
12:00:24,-87,-11.5,-92,-15,783851018,13.038592
12:00:28,-87,-7,-92,-12,791700538,15.69904
12:00:33,-87,-5,-93,-14,800150756,13.5203488
12:00:38,-87,-5,-97,-15,808004770,12.5664224
12:00:43,-87,-5,-97,-14,816158384,13.0457824
12:00:47,-87,-5,-94,-13,824006406,15.696044
12:00:51,-87,-5,-97,-11,831556326,15.09984
12:00:56,-87,-5,-94,-11,838799156,11.588528
12:01:00,-87,-5,-107,-22,846341586,15.08486
12:01:05,-87,-4,-98,-23,853884016,12.067888
12:01:09,-87,-6,-92,-24,861727544,15.687056
12:01:14,-70,-3.5,-86,-16,870177762,13.5203488
12:01:19,-70,-3.5,-94,-19,878028780,12.5616288
12:01:23,-81,-5,-101,-21,885875304,15.693048
12:01:28,-81,-3.5,-86,-12,894025922,13.0409888
12:01:32,-74,-3.5,-90,-22,902176540,16.301236
12:01:37,-74,-3.5,-83,-17,910649228,13.5563008
12:01:41,-74,-5.5,-83,-18,918498748,15.69904
12:01:46,-74,-10,-83,-16,926950464,13.5227456
12:01:50,-67,-4.5,-85,-23,934792494,15.68406
12:01:55,-67,-6,-85,-21,942830762,12.8612288
12:01:59,-67,-4,-83,-20,950852552,16.04358
12:02:04,-67,-4,-85,-22,959305766,13.5251424
12:02:08,-73,-4,-78,-9,967159780,15.708028
12:02:13,-73,-4,-90,-24,975007802,12.5568352
12:02:17,-67,-4,-83,-18,982860318,15.705032
12:02:22,-73,-4,-83,-22,991015430,13.0481792
12:02:27,-64,-4,-88,-20,999200502,13.0961152
12:02:31,-71,-4,-87,-23,1007050022,15.69904
12:02:36,-71,-4,-121,-25,1015205134,13.0481792
12:02:40,-62,-4,-89,-15,1023189474,15.96868
12:02:45,-74,-4,-121,-25,1031140858,12.7222144
12:02:49,-63,-4,-70,-6,1038987382,15.693048
12:02:54,-70,-4,-93,-21,1047139498,13.0433856
12:02:58,-70,-4,-78,-7,1055297606,16.316216
12:03:03,-70,-4,-89,-21,1063750820,13.5251424
12:03:08,-70,-4,-88,-21,1071603336,12.5640256
12:03:12,-76,-4,-121,-25,1078969002,14.731332
12:03:26,-94,-3.5,-100,-13,1102214966,13.283408
12:03:35,-81,-3.5,-98,-20,1117917002,13.9573653333
12:03:39,-81,-3.5,-95,-17,1126072114,16.310224
12:03:44,-81,-3.5,-97,-14,1134224230,13.0433856
12:03:49,-81,-3.5,-121,-25,1142379342,13.0481792
12:03:53,-73,-9,-92,-23,1150230360,15.702036
12:05:08,-94,-7.5,-110,-22,1260300404,11.7408046933
12:05:17,-94,-7.5,-96,-14,1275506602,13.5166204444
12:05:21,-87,-4,-112,-24,1283258752,15.5043
12:05:26,-87,-4,-95,-22,1291412366,13.0457824
12:05:30,-89,-7,-96,-13,1298656694,14.488656
12:05:35,-89,-5,-108,-22,1306808810,13.0433856
12:05:39,-81,-3.5,-98,-15,1314053138,14.488656
12:05:44,-92,-6,-106,-20,1321306454,11.6053056
12:05:48,-92,-6,-101,-14,1328553778,14.494648
12:05:53,-92,-4.5,-105,-14,1335494012,11.1043744
12:06:02,-92,-7,-106,-16,1350039592,12.9294044444
12:06:06,-92,-9.5,-103,-14,1357586516,15.093848
12:06:11,-92,-5.5,-102,-14,1364532742,11.1139616
12:06:15,-102,-8,-103,-14,1371288722,13.51196
12:06:20,-102,-8,-105,-14,1378577990,11.6628288
12:06:46,-90,-5.5,-81,-13,1420316764,12.8426996923
12:06:51,-72,-4,-77,-12,1428160292,12.5496448
12:06:55,-72,-4,-89,-24,1436613506,16.906428
12:07:00,-66,-4,-87,-23,1444771614,13.0529728
12:07:04,-66,-4,-96,-24,1452922232,16.301236
12:07:09,-77,-4,-82,-16,1460935034,12.8204832
12:07:13,-70,-4,-86,-6,1468783056,15.696044
12:07:18,-72,-4,-88,-17,1476930678,13.0361952
12:07:23,-72,-4,-89,-12,1485079798,13.038592
12:07:27,-83,-4,-93,-23,1492932314,15.705032
12:07:32,-77,-3.5,-95,-23,1501087426,13.0481792
12:07:36,-77,-3.5,-83,-10,1508640342,15.105832
12:07:41,-77,-3.5,-90,-19,1516790960,13.0409888
12:07:45,-77,-3.5,-96,-22,1524348370,15.11482
12:07:50,-77,-5.5,-103,-24,1532193396,12.5520416
